3857,4,317,192
3857,5,369,66
3858,1,410,273
3858,2,124,293
3858,4,313,192
3858,5,370,64
3859,1,411,269
3859,2,125,294
3859,4,309,192
3859,5,370,65
3860,1,412,263
3860,2,126,294
3860,4,306,191
3860,5,370,66
3861,1,414,256
3861,2,126,294
3861,4,304,191
3861,5,370,67
3862,1,416,250
3862,2,126,294
3862,4,302,190
3862,5,371,67
3863,1,418,244
3863,2,126,294
3863,4,300,189
3863,5,371,67
3864,1,419,238
3864,2,127,294
3864,4,297,189
3864,5,371,68
3865,1,420,235
3865,2,127,294
3865,4,294,188
3865,5,371,68
3866,1,419,232
3866,2,127,294
3866,4,290,187
3866,5,371,68
3867,1,417,231
3867,2,127,293
3867,4,286,186
3867,5,371,68
3868,1,414,230
3868,2,126,293
3868,4,282,185
3868,5,371,67
3869,1,411,230
3869,2,126,293
3869,4,279,185
3869,5,371,68
3870,1,408,229
3870,2,125,293
3870,4,276,185
3870,5,370,68
3871,1,404,229
3871,2,125,293
3871,4,269,184
3871,5,370,69
3872,1,400,228
3872,2,125,293
3872,4,262,183
3872,5,370,69
3873,1,396,226
3873,2,125,293
3873,4,257,182
3873,5,370,69
3874,1,392,224
3874,2,124,293
3874,4,254,181
3874,5,370,69
3875,1,390,222
3875,2,123,292
3875,4,252,180
3875,5,370,69
3876,1,389,218
3876,2,123,293
3876,4,250,180
3876,5,370,69
3877,1,388,214
3877,2,122,292
3877,4,248,180
3877,5,370,69
3878,1,388,210
3878,2,122,292
3878,4,247,179
3878,5,370,69
3879,1,388,206
3879,2,121,292
3879,4,245,178
3879,5,370,69
3880,1,390,201
3880,2,121,292
3880,4,241,176
3880,5,369,69
3881,1,391,196
3881,2,121,292
3881,4,237,175
3881,5,369,69
3882,1,393,189
3882,2,121,291
3882,4,233,176
3882,5,369,69
3883,1,397,180
3883,2,121,290
3883,4,230,176
3883,5,369,69
3884,1,398,173
3884,2,120,289
3884,4,226,175
3884,5,369,68
3885,1,396,165
3885,2,120,289
3885,4,222,174
3885,5,369,68
3886,1,392,160
3886,2,120,288
3886,4,219,171
3886,5,369,69
3887,1,387,157
3887,2,120,287
3887,4,217,168
3887,5,369,69
3888,1,382,155
3888,2,120,286
3888,4,216,164
3888,5,368,70
3889,1,379,155
3889,2,120,285
3889,4,214,160
3889,5,368,71
3890,1,378,155
3890,2,120,285
3890,4,211,157
3890,5,368,71
3891,1,378,154
3891,2,120,285
3891,4,210,155
3891,5,367,72
3892,1,378,154
3892,2,120,284
3892,4,210,154
3892,5,367,72
3893,1,378,154
3893,2,121,285
3893,4,210,153
3893,5,367,72
3894,1,378,153
3894,2,121,285
3894,4,210,153
3894,5,366,72
3895,1,378,151
3895,2,121,285
3895,4,211,152
3895,5,367,71
3896,1,376,149
3896,2,122,285
3896,4,210,152
3896,5,367,71
3897,1,373,146
3897,2,123,284
3897,4,210,152
3897,5,368,71
3898,1,371,144
3898,2,124,285
3898,4,210,152
3898,5,367,72
3899,1,371,142
3899,2,125,285
3899,4,210,152
3899,5,368,71
3900,1,370,141
3900,2,126,285
3900,4,210,152
3900,5,368,70
3901,1,370,141
3901,2,127,285
3901,4,210,152
3901,5,368,70
3902,1,370,140
3902,2,129,286
3902,4,210,152
3902,5,368,70
3903,1,369,139
3903,2,130,287
3903,4,210,152
3903,5,368,70
3904,1,370,139
3904,2,131,287
3904,4,210,153
3904,5,368,70
3905,1,370,139
3905,2,132,287
3905,4,210,153
3905,5,368,70
3906,1,369,139
3906,2,132,287
3906,4,211,153
3906,5,368,71
3907,1,370,140
3907,2,133,287
3907,4,211,153
3907,5,368,70
3908,1,369,141
3908,2,134,287
3908,4,211,153
3908,5,368,70
3909,1,369,142
3909,2,136,288
3909,4,211,153
3909,5,369,70
3910,1,369,142
3910,2,138,289
3910,4,211,153
3910,5,368,70
3911,1,369,142
3911,2,141,289
3911,4,211,153
3911,5,368,70
3912,1,370,142
3912,2,143,290
3912,4,211,152
3912,5,368,71
3913,1,370,142
3913,2,145,291
3913,4,211,152
3913,5,368,71
3914,1,371,142
3914,2,147,292
3914,4,212,151
3914,5,368,71
3915,1,372,143
3915,2,149,292
3915,4,212,151
3915,5,368,70
3916,1,373,143
3916,2,152,293
3916,4,213,149
3916,5,367,70
3917,1,374,143
3917,2,154,294
3917,4,214,146
3917,5,367,70
3918,1,375,143
3918,2,156,294
3918,4,215,143
3918,5,367,71
3919,1,376,143
3919,2,158,295
3919,4,217,138
3919,5,367,71
3920,1,377,143
3920,2,160,295
3920,4,220,133
3920,5,366,72
3921,1,378,144
3921,2,162,295
3921,4,223,128
3921,5,366,72
3922,1,379,144
3922,2,164,296
3922,4,227,124
3922,5,366,72
3923,1,379,144
3923,2,166,296
3923,4,230,121
3923,5,366,72
3924,1,379,144
3924,2,168,297
3924,4,233,119
3924,5,365,73
3925,1,380,144
3925,2,169,297
3925,4,236,118
3925,5,365,73
3926,1,380,144
3926,2,170,298
3926,4,238,117
3926,5,365,73
3927,1,380,144
3927,2,171,299
3927,4,241,117
3927,5,365,73
3928,1,380,144
3928,2,172,299
3928,4,242,117
3928,5,366,72
3929,1,380,144
3929,2,173,301
3929,4,243,116
3929,5,365,73
3930,1,380,144
3930,2,173,303
3930,4,244,116
3930,5,365,73
3931,1,380,143
3931,2,175,306
3931,4,245,114
3931,5,365,73
3932,1,380,143
3932,2,176,309
3932,4,246,114
3932,5,365,73
3933,1,380,143
3933,2,177,310
3933,4,247,113
3933,5,365,73
3934,1,381,143
3934,2,177,311
3934,4,249,112
3934,5,365,73
3935,1,380,143
3935,2,177,312
3935,4,250,113
3935,5,365,73
3936,1,380,143
3936,2,178,312
3936,4,251,113
3936,5,365,73
3937,1,380,143
3937,2,178,312
3937,4,253,113
3937,5,365,73
3938,1,380,143
3938,2,179,312
3938,4,254,112
3938,5,365,73
3939,1,380,143
3939,2,180,312
3939,4,256,111
3939,5,366,73
3940,1,380,143
3940,2,180,313
3940,4,256,110
3940,5,366,72
3941,1,380,143
3941,2,181,312
3941,4,258,108
3941,5,366,72
3942,1,380,143
3942,2,181,312
3942,4,260,107
3942,5,366,72
3943,1,380,143
3943,2,182,312
3943,4,262,105
3943,5,367,71
3944,1,380,143
3944,2,183,313
3944,4,265,104
3944,5,367,71
3945,1,379,144
3945,2,185,313
3945,4,266,103
3945,5,368,70
3946,1,379,144
3946,2,186,313
3946,4,267,103
3946,5,368,70
3947,1,379,144
3947,2,187,314
3947,4,268,103
3947,5,368,70
3948,1,379,143
3948,2,188,314
3948,4,270,103
