1,1,543,689,282,509,168,267
2,1,544,691,280,507,168,267
3,1,544,694,279,504,168,268
4,1,542,698,278,503,167,269
5,1,539,702,278,502,166,270
6,1,535,706,277,501,164,271
7,1,532,709,277,501,163,271
8,1,529,712,277,501,162,272
9,1,526,716,276,500,161,273
10,1,522,720,275,498,159,273
11,1,518,722,275,497,158,274
12,1,514,725,273,496,157,274
13,1,511,727,271,491,155,274
14,1,507,730,269,487,154,274
15,1,503,732,266,482,153,273
16,1,500,735,265,479,152,273
17,1,495,736,264,477,151,273
18,1,492,737,264,476,150,273
19,1,490,738,264,475,149,273
20,1,489,738,264,475,149,273
21,1,489,738,265,475,149,273
22,1,489,738,267,476,149,273
23,1,488,738,268,477,148,273
24,1,486,737,270,478,148,273
25,1,485,737,271,478,148,273
26,1,484,736,273,477,147,272
27,1,486,735,275,479,148,272
28,1,487,734,278,480,148,272
29,1,489,734,281,481,149,272
30,1,490,733,284,482,149,273
31,1,490,733,288,483,149,273
32,1,487,733,291,483,148,272
33,1,481,733,293,483,147,272
34,1,470,733,296,483,143,271
35,1,460,733,298,482,140,270
36,1,449,734,299,481,137,269
37,1,436,734,300,480,133,268
38,1,426,735,300,478,130,267
39,1,418,735,300,478,128,267
40,1,412,735,301,478,126,266
41,1,406,735,301,477,124,266
42,1,401,735,301,478,123,265
43,1,398,735,301,478,122,265
44,1,395,735,301,478,121,265
45,1,393,735,300,477,120,265
46,1,392,736,299,476,120,264
47,1,391,735,299,476,120,264
48,1,390,735,298,476,119,264
49,1,389,735,299,477,119,264
50,1,389,734,299,478,119,264
51,1,388,734,299,478,119,264
52,1,389,734,299,478,119,264
53,1,389,734,300,479,119,264
54,1,389,733,301,480,119,264
55,1,389,733,302,481,119,264
56,1,389,732,303,482,119,264
57,1,389,730,305,484,119,264
58,1,388,728,308,489,119,264
59,1,388,724,313,496,119,264
60,1,387,720,318,503,119,263
61,1,386,716,324,513,118,263
62,1,385,711,330,523,118,263
63,1,384,707,335,530,118,263
64,1,384,706,337,533,118,263
65,1,383,705,338,534,118,263
66,1,383,705,338,534,118,263
67,1,383,705,338,534,118,263
68,1,383,706,336,532,118,263
69,1,383,707,335,530,117,263
70,1,383,708,334,528,118,263
71,1,383,709,333,526,118,263
72,1,384,711,331,523,118,263
73,1,384,713,329,519,118,263
74,1,384,714,327,516,118,263
75,1,384,715,327,515,118,263
76,1,384,715,327,514,118,263
77,1,384,715,328,515,118,263
78,1,384,715,329,516,118,264
79,1,384,714,331,518,118,264
80,1,384,713,333,521,118,264
81,1,383,711,335,525,118,264
82,1,383,710,337,527,117,264
83,1,383,709,339,529,117,264
84,1,383,708,340,530,117,264
85,1,382,708,340,531,117,264
86,1,382,708,340,531,117,264
87,1,381,709,340,530,117,264
88,1,381,709,339,528,117,264
89,1,381,710,338,526,117,263
90,1,382,712,336,522,117,263
91,1,382,716,331,514,117,263
92,1,382,719,327,507,117,263
93,1,382,722,324,501,117,263
94,1,382,724,321,496,117,263
95,1,383,727,318,490,118,263
96,1,384,730,314,483,118,263
97,1,384,733,311,477,118,263
98,1,385,735,310,474,118,263
99,1,384,737,309,470,118,263
100,1,384,738,308,468,118,263
101,1,384,739,308,465,118,263
102,1,384,740,308,464,118,263
103,1,384,742,308,461,118,263
104,1,384,743,308,459,118,263
105,1,385,744,309,458,118,263
106,1,385,744,310,457,118,263
107,1,384,745,311,456,118,263
108,1,384,745,312,456,118,264
109,1,385,745,314,456,118,264
110,1,384,745,315,456,118,264
111,1,384,745,317,456,118,264
112,1,384,745,319,456,118,264
113,1,384,744,321,457,118,264
114,1,384,744,323,457,118,263
115,1,384,744,324,458,118,263
116,1,384,744,326,458,118,263
117,1,383,744,327,458,118,263
118,1,383,744,328,458,117,263
119,1,383,743,330,459,117,263
120,1,382,743,331,459,117,263
121,1,382,743,332,459,117,263
122,1,381,743,333,459,117,263
